Ano|Distrito|Inscritos|Votantes|Brancos|Nulos|Partido|Votos|Mandatos|Previsão (%)|Abstenção|Inscritos_totais|abstenção_totais|Visão
2025|Castelo Branco|162590,0|98297,0|2943,0|2297,0|L|1751,0|0,0|0,0178|0,3632|10850615|0,44|Histórico
2025|Castelo Branco|162590,0|98297,0|2943,0|2297,0|PAN|1751,0|0,0|0,0178|0,3632|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|PS|77789,0|4,0|0,3427|0,3558|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|AD|71339,0|3,0|0,3143|0,3558|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|CH|19596,0|1,0|0,0863|0,3558|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|BE|18076,0|1,0|0,0796|0,3558|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|CDU|16782,0|0,0|0,0739|0,3558|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|IL|7272,0|0,0|0,032|0,3558|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|L|5895,0|0,0|0,026000000000000002|0,3558|10850615|0,44|Histórico
2025|Coimbra|370800,0|226959,0|8155,0|3755,0|PAN|4273,0|0,0|0,018799999999999997|0,3558|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|PS|4107,0|1,0|0,22210000000000002|0,8793000000000001|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|AD|3797,0|1,0|0,2053|0,8793000000000001|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|CH|3439,0|0,0|0,1859|0,8793000000000001|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|CDU|1910,0|0,0|0,1033|0,8793000000000001|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|BE|1468,0|0,0|0,0794|0,8793000000000001|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|PAN|901,0|0,0|0,0487|0,8793000000000001|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|L|888,0|0,0|0,048|0,8793000000000001|10850615|0,44|Histórico
2025|Europa|947984,0|18496,0|1665,0|94261,0|IL|850,0|0,0|0,046|0,8793000000000001|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|PS|27141,0|1,0|0,316|0,33030000000000004|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|AD|16775,0|1,0|0,1953|0,33030000000000004|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|CDU|16277,0|1,0|0,1895|0,33030000000000004|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|CH|10231,0|0,0|0,1191|0,33030000000000004|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|BE|5895,0|0,0|0,06860000000000001|0,33030000000000004|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|IL|2263,0|0,0|0,0263|0,33030000000000004|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|L|2168,0|0,0|0,0252|0,33030000000000004|10850615|0,44|Histórico
2025|Évora|132631,0|85887,0|1866,0|1070,0|PAN|2168,0|0,0|0,0252|0,33030000000000004|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|PS|42117,0|3,0|0,2369|0,5134000000000001|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|AD|35578,0|2,0|0,20010000000000003|0,5134000000000001|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|CH|26534,0|2,0|0,1493|0,5134000000000001|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|BE|21193,0|1,0|0,1192|0,5134000000000001|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|CDU|21098,0|1,0|0,11869999999999999|0,5134000000000001|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|IL|8335,0|0,0|0,046900000000000004|0,5134000000000001|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|L|7295,0|0,0|0,040999999999999995|0,5134000000000001|10850615|0,44|Histórico
2025|Faro|383980,0|177781,0|6026,0|3038,0|PAN|7295,0|0,0|0,040999999999999995|0,5134000000000001|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|AD|24469,0|1,0|0,35869999999999996|0,8417|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|PS|18709,0|1,0|0,2743|0,8417|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|CH|9141,0|0,0|0,134|0,8417|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|IL|1995,0|0,0|0,029300000000000003|0,8417|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|PAN|1987,0|0,0|0,0291|0,8417|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|BE|1873,0|0,0|0,0275|0,8417|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|CDU|1751,0|0,0|0,025699999999999997|0,8417|10850615|0,44|Histórico
2025|Fora da Europa|636515,0|68212,0|568,0|31980,0|L|1438,0|0,0|0,021099999999999997|0,8417|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|AD|24480,0|2,0|0,34490000000000004|0,4606|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|PS|22604,0|1,0|0,3185|0,4606|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|CH|8076,0|0,0|0,11380000000000001|0,4606|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|BE|5442,0|0,0|0,0767|0,4606|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|CDU|3067,0|0,0|0,0432|0,4606|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|IL|1786,0|0,0|0,0252|0,4606|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|L|1728,0|0,0|0,024300000000000002|0,4606|10850615|0,44|Histórico
2025|Guarda|139520,0|70975,0|2241,0|2041,0|PAN|1560,0|0,0|0,022000000000000002|0,4606|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|AD|95963,0|5,0|0,3884|0,36729999999999996|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|PS|76796,0|4,0|0,31079999999999997|0,36729999999999996|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|CH|24387,0|1,0|0,0987|0,36729999999999996|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|BE|14638,0|0,0|0,0592|0,36729999999999996|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|CDU|12232,0|0,0|0,0495|0,36729999999999996|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|IL|5476,0|0,0|0,0222|0,36729999999999996|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|PAN|5246,0|0,0|0,0212|0,36729999999999996|10850615|0,44|Histórico
2025|Leiria|412030,0|247099,0|8597,0|4995,0|L|4299,0|0,0|0,0174|0,36729999999999996|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|AD|42163,0|3,0|0,3395|0,4941|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|PS|34534,0|2,0|0,2781|0,4941|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|CH|16661,0|1,0|0,13419999999999999|0,4941|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|IL|4245,0|0,0|0,0342|0,4941|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|CDU|4177,0|0,0|0,0336|0,4941|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|BE|4052,0|0,0|0,0326|0,4941|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|PAN|2490,0|0,0|0,020099999999999996|0,4941|10850615|0,44|Histórico
2025|Madeira|255796,0|124179,0|1642,0|3586,0|L|2207,0|0,0|0,0178|0,4941|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|PS|19913,0|1,0|0,3477|0,3538|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|AD|11941,0|1,0|0,20850000000000002|0,3538|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|CH|9542,0|0,0|0,1666|0,3538|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|CDU|8707,0|0,0|0,152|0,3538|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|BE|3586,0|0,0|0,0626|0,3538|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|IL|925,0|0,0|0,016200000000000003|0,3538|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|L|674,0|0,0|0,0118|0,3538|10850615|0,44|Histórico
2025|Portalegre|92543,0|57269,0|1536,0|996,0|PAN|674,0|0,0|0,0118|0,3538|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|PS|60990,0|3,0|0,25239999999999996|0,3306|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|AD|58681,0|3,0|0,24280000000000002|0,3306|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|CH|32410,0|1,0|0,1341|0,3306|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|CDU|29745,0|1,0|0,1231|0,3306|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|BE|28916,0|1,0|0,1197|0,3306|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|IL|8546,0|0,0|0,0354|0,3306|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|L|7283,0|0,0|0,0301|0,3306|10850615|0,44|Histórico
2025|Santarém|377452,0|241670,0|6999,0|3997,0|PAN|7283,0|0,0|0,0301|0,3306|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|PS|142283,0|6,0|0,2919|0,3317|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|AD|80679,0|3,0|0,1655|0,3317|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|CDU|75386,0|3,0|0,1547|0,3317|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|CH|50105,0|2,0|0,10279999999999999|0,3317|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|BE|45679,0|2,0|0,09369999999999999|0,3317|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|IL|26421,0|1,0|0,0542|0,3317|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|PAN|22816,0|1,0|0,046799999999999994|0,3317|10850615|0,44|Histórico
2025|Setúbal|754775,0|487405,0|10866,0|6145,0|L|21904,0|1,0|0,0449|0,3317|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|AD|47936,0|2,0|0,35350000000000004|0,39049999999999996|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|PS|44312,0|2,0|0,3268|0,39049999999999996|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|CH|17523,0|1,0|0,1292|0,39049999999999996|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|BE|6350,0|0,0|0,046799999999999994|0,39049999999999996|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|CDU|5416,0|0,0|0,039900000000000005|0,39049999999999996|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|IL|4520,0|0,0|0,0333|0,39049999999999996|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|L|2878,0|0,0|0,0212|0,39049999999999996|10850615|0,44|Histórico
2025|Viana do Castelo|232603,0|135589,0|4009,0|2174,0|PAN|2411,0|0,0|0,0178|0,39049999999999996|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|AD|41016,0|3,0|0,41409999999999997|0,4987|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|PS|32240,0|2,0|0,32549999999999996|0,4987|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|CH|9455,0|0,0|0,09539999999999998|0,4987|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|BE|6223,0|0,0|0,06280000000000001|0,4987|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|CDU|3071,0|0,0|0,031|0,4987|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|PAN|1920,0|0,0|0,0194|0,4987|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|L|1643,0|0,0|0,0166|0,4987|10850615|0,44|Histórico
2025|Vila Real|206902,0|99058,0|2246,0|2416,0|IL|1196,0|0,0|0,0121|0,4987|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|AD|87179,0|4,0|0,43670000000000003|0,37579999999999997|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|PS|59859,0|3,0|0,2999|0,37579999999999997|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|CH|19629,0|1,0|0,0983|0,37579999999999997|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|BE|8557,0|0,0|0,0429|0,37579999999999997|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|CDU|7459,0|0,0|0,0374|0,37579999999999997|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|IL|4289,0|0,0|0,0215|0,37579999999999997|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|PAN|4162,0|0,0|0,0209|0,37579999999999997|10850615|0,44|Histórico
2025|Viseu|334060,0|199629,0|5187,0|3704,0|L|2937,0|0,0|0,0147|0,37579999999999997|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|PS|1672809,0|81,0|0,2982|0,4515|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|AD|1665098,0|81,0|0,2968|0,4515|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|IL|481408,0|6,0|0,0858|0,4515|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|BE|451113,0|15,0|0,08039999999999999|0,4515|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|CDU|439546,0|16,0|0,0783|0,4515|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|CH|391626,0|23,0|0,0698|0,4515|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|L|295785,0|4,0|0,0527|0,4515|10850615|0,44|Histórico
2025| Totais|10850615,0|5610548,0|148618,0|192396,0|PAN|213163,0|4,0|0,038|0,4515|10850615|0,44|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|AD|148861,0|7,0|0,35|0,3400665954404862|10813643|0,4016|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|BE|17383,0|0,0|0,04|0,3400665954404862|10813643|0,4016|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|CDU|5829,0|0,0|0,01|0,3400665954404862|10813643|0,4016|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|CH|73122,0|3,0|0,17|0,3400665954404862|10813643|0,4016|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|IL|21671,0|1,0|0,05|0,3400665954404862|10813643|0,4016|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|L|9519,0|0,0|0,02|0,3400665954404862|10813643|0,4016|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|PAN|7302,0|0,0|0,02|0,3400665954404862|10813643|0,4016|Histórico
2024|Aveiro|642086,0|423734,0|7030,0|4528,0|PS|117369,0|5,0|0,28|0,3400665954404862|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|AD|12890,0|1,0|0,17|0,35354570032409194|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|BE|3393,0|0,0|0,04|0,35354570032409194|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|CDU|11570,0|0,0|0,15|0,35354570032409194|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|CH|16595,0|1,0|0,22|0,35354570032409194|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|IL|1708,0|0,0|0,02|0,35354570032409194|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|L|1369,0|0,0|0,02|0,35354570032409194|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|PAN|943,0|0,0|0,01|0,35354570032409194|10813643|0,4016|Histórico
2024|Beja|119102,0|76994,0|1172,0|935,0|PS|24408,0|1,0|0,32|0,35354570032409194|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|AD|184493,0|8,0|0,33|0,28687045287913826|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|BE|21403,0|0,0|0,04|0,28687045287913826|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|CDU|10130,0|0,0|0,02|0,28687045287913826|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|CH|93859,0|4,0|0,17|0,28687045287913826|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|IL|33935,0|1,0|0,06|0,28687045287913826|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|L|12928,0|0,0|0,02|0,28687045287913826|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|PAN|7936,0|0,0|0,01|0,28687045287913826|10813643|0,4016|Histórico
2024|Braga|780164,0|556358,0|9590,0|5162,0|PS|157123,0|6,0|0,28|0,28687045287913826|10813643|0,4016|Histórico
2024|Bragança|134213,0|72664,0|892,0|966,0|AD|29069,0|2,0|0,4|0,45859193967797457|10813643|0,4016|Histórico
