Ano;Distrito;Inscritos;Votantes;Brancos;Nulos;Partido;Votos;Mandatos;Percentual;Abstenção
2019;Guarda;151535;76649;2030;2041;CH;1135;0;1;49,4182862
2019;Guarda;151535;76649;2030;2041;IL;461;0;1;49,4182862
2019;Guarda;151535;76649;2030;2041;L;373;0;0;49,4182862
2019;Guarda;151535;76649;2030;2041;Outros;2060;0;3;49,4182862
2019;Guarda;151535;76649;2030;2041;PAN;1223;0;2;49,4182862
2019;Guarda;151535;76649;2030;2041;PS;28789;2;38;49,4182862
2019;Leiria;406906;218996;8000;4995;AD;85404;5;39;46,18019887
2019;Leiria;406906;218996;8000;4995;BE;20572;1;9;46,18019887
2019;Leiria;406906;218996;8000;4995;CDU;9434;0;4;46,18019887
2019;Leiria;406906;218996;8000;4995;CH;3259;0;1;46,18019887
2019;Leiria;406906;218996;8000;4995;IL;2023;0;1;46,18019887
2019;Leiria;406906;218996;8000;4995;L;2017;0;1;46,18019887
2019;Leiria;406906;218996;8000;4995;Outros;8912;0;4;46,18019887
2019;Leiria;406906;218996;8000;4995;PAN;6313;0;3;46,18019887
2019;Leiria;406906;218996;8000;4995;PS;68067;4;31;46,18019887
2019;Lisboa;1917369;1099254;23683;15998;AD;298823;14;27;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;BE;106793;5;10;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;CDU;85660;4;8;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;CH;22028;1;2;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;IL;27090;1;2;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;L;22738;1;2;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;Outros;43986;0;4;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;PAN;48440;2;4;42,6686256
2019;Lisboa;1917369;1099254;23683;15998;PS;404015;20;37;42,6686256
2019;Madeira;257902;129920;688;2301;AD;56360;3;43;49,62427589
2019;Madeira;257902;129920;688;2301;BE;6810;0;5;49,62427589
2019;Madeira;257902;129920;688;2301;CDU;2703;0;2;49,62427589
2019;Madeira;257902;129920;688;2301;CH;912;0;1;49,62427589
2019;Madeira;257902;129920;688;2301;IL;922;0;1;49,62427589
2019;Madeira;257902;129920;688;2301;L;480;0;0;49,62427589
2019;Madeira;257902;129920;688;2301;Outros;13008;0;10;49,62427589
2019;Madeira;257902;129920;688;2301;PAN;2362;0;2;49,62427589
2019;Madeira;257902;129920;688;2301;PS;43374;3;33;49,62427589
2019;Portalegre;95223;51602;1206;996;AD;12335;0;24;45,80931078
2019;Portalegre;95223;51602;1206;996;BE;4165;0;8;45,80931078
2019;Portalegre;95223;51602;1206;996;CDU;5481;0;11;45,80931078
2019;Portalegre;95223;51602;1206;996;CH;1407;0;3;45,80931078
2019;Portalegre;95223;51602;1206;996;IL;255;0;0;45,80931078
2019;Portalegre;95223;51602;1206;996;L;291;0;1;45,80931078
2019;Portalegre;95223;51602;1206;996;Outros;1597;0;3;45,80931078
2019;Portalegre;95223;51602;1206;996;PAN;856;0;2;45,80931078
2019;Portalegre;95223;51602;1206;996;PS;23013;2;45;45,80931078
2019;Porto;1593888;934762;21225;15083;AD;323321;16;35;41,35334478
2019;Porto;1593888;934762;21225;15083;BE;94646;4;10;41,35334478
2019;Porto;1593888;934762;21225;15083;CDU;44944;2;5;41,35334478
2019;Porto;1593888;934762;21225;15083;CH;5704;0;1;41,35334478
2019;Porto;1593888;934762;21225;15083;IL;14238;0;2;41,35334478
2019;Porto;1593888;934762;21225;15083;L;8929;0;1;41,35334478
2019;Porto;1593888;934762;21225;15083;Outros;31614;0;3;41,35334478
2019;Porto;1593888;934762;21225;15083;PAN;32331;1;3;41,35334478
2019;Porto;1593888;934762;21225;15083;PS;342727;17;37;41,35334478
2019;Santarém;380900;206907;6021;3997;AD;62406;3;30;45,67944342
2019;Santarém;380900;206907;6021;3997;BE;21141;1;10;45,67944342
2019;Santarém;380900;206907;6021;3997;CDU;15663;1;8;45,67944342
2019;Santarém;380900;206907;6021;3997;CH;4211;0;2;45,67944342
2019;Santarém;380900;206907;6021;3997;IL;1606;0;1;45,67944342
2019;Santarém;380900;206907;6021;3997;L;1783;0;1;45,67944342
2019;Santarém;380900;206907;6021;3997;Outros;7878;0;4;45,67944342
2019;Santarém;380900;206907;6021;3997;PAN;5368;0;3;45,67944342
2019;Santarém;380900;206907;6021;3997;PS;76833;4;37;45,67944342
2019;Setúbal;736583;395099;8184;6031;AD;69283;3;18;46,3605595
2019;Setúbal;736583;395099;8184;6031;BE;47795;2;12;46,3605595
2019;Setúbal;736583;395099;8184;6031;CDU;62370;3;16;46,3605595
2019;Setúbal;736583;395099;8184;6031;CH;7646;0;2;46,3605595
2019;Setúbal;736583;395099;8184;6031;IL;4090;0;1;46,3605595
2019;Setúbal;736583;395099;8184;6031;L;4873;0;1;46,3605595
2019;Setúbal;736583;395099;8184;6031;Outros;14858;0;4;46,3605595
2019;Setúbal;736583;395099;8184;6031;PAN;17518;1;4;46,3605595
2019;Setúbal;736583;395099;8184;6031;PS;152451;9;39;46,3605595
2019;Viana do Castelo;240917;121913;3617;2174;AD;48991;3;40;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;BE;10321;0;8;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;CDU;4841;0;4;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;CH;858;0;1;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;IL;692;0;1;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;L;688;0;1;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;Outros;4457;0;4;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;PAN;2876;0;2;49,3962651
2019;Viana do Castelo;240917;121913;3617;2174;PS;42398;3;35;49,3962651
2019;Vila Real;219081;100236;2246;2416;AD;43844;3;44;54,24705931
2019;Vila Real;219081;100236;2246;2416;BE;6071;0;6;54,24705931
2019;Vila Real;219081;100236;2246;2416;CDU;2513;0;3;54,24705931
2019;Vila Real;219081;100236;2246;2416;CH;792;0;1;54,24705931
2019;Vila Real;219081;100236;2246;2416;IL;427;0;0;54,24705931
2019;Vila Real;219081;100236;2246;2416;L;547;0;1;54,24705931
2019;Vila Real;219081;100236;2246;2416;Outros;2436;0;2;54,24705931
2019;Vila Real;219081;100236;2246;2416;PAN;1632;0;2;54,24705931
2019;Vila Real;219081;100236;2246;2416;PS;37312;2;37;54,24705931
2019;Viseu;348061;177644;4995;3693;AD;75192;4;42;48,96181991
2019;Viseu;348061;177644;4995;3693;BE;13957;0;8;48,96181991
2019;Viseu;348061;177644;4995;3693;CDU;4082;0;2;48,96181991
2019;Viseu;348061;177644;4995;3693;CH;1724;0;1;48,96181991
2019;Viseu;348061;177644;4995;3693;IL;974;0;1;48,96181991
2019;Viseu;348061;177644;4995;3693;L;873;0;0;48,96181991
2019;Viseu;348061;177644;4995;3693;Outros;5542;0;3;48,96181991
2019;Viseu;348061;177644;4995;3693;PAN;3778;0;2;48,96181991
2019;Viseu;348061;177644;4995;3693;PS;62834;4;35;48,96181991
2022;Açores;229022;83737;2090;873;AD;28330;2;34;63,43713704
2022;Açores;229022;83737;2090;873;BE;3613;0;4;63,43713704
2022;Açores;229022;83737;2090;873;CDU;1249;0;1;63,43713704
2022;Açores;229022;83737;2090;873;CH;4991;0;6;63,43713704
2022;Açores;229022;83737;2090;873;IL;3466;0;4;63,43713704
2022;Açores;229022;83737;2090;873;L;759;0;1;63,43713704
2022;Açores;229022;83737;2090;873;Outros;1369;0;2;63,43713704
2022;Açores;229022;83737;2090;873;PAN;1159;0;1;63,43713704
2022;Açores;229022;83737;2090;873;PS;35838;3;43;63,43713704
2022;Aveiro;642623;364875;4743;3425;AD;139216;7;38;43,22098649
2022;Aveiro;642623;364875;4743;3425;BE;16706;0;5;43,22098649
2022;Aveiro;642623;364875;4743;3425;CDU;6560;0;2;43,22098649
2022;Aveiro;642623;364875;4743;3425;CH;20570;1;6;43,22098649
2022;Aveiro;642623;364875;4743;3425;IL;16294;0;4;43,22098649
2022;Aveiro;642623;364875;4743;3425;L;2883;0;1;43,22098649
2022;Aveiro;642623;364875;4743;3425;Outros;5650;0;2;43,22098649
2022;Aveiro;642623;364875;4743;3425;PAN;4606;0;1;43,22098649
2022;Aveiro;642623;364875;4743;3425;PS;144222;8;40;43,22098649
2022;Beja;120204;67520;763;634;AD;11282;0;17;43,82882433
2022;Beja;120204;67520;763;634;BE;2511;0;4;43,82882433
2022;Beja;120204;67520;763;634;CDU;12442;1;18;43,82882433
2022;Beja;120204;67520;763;634;CH;6932;0;10;43,82882433
2022;Beja;120204;67520;763;634;IL;1388;0;2;43,82882433
2022;Beja;120204;67520;763;634;L;491;0;1;43,82882433
2022;Beja;120204;67520;763;634;Outros;947;0;1;43,82882433
2022;Beja;120204;67520;763;634;PAN;597;0;1;43,82882433
2022;Beja;120204;67520;763;634;PS;29533;2;44;43,82882433
2022;Braga;776543;494529;6158;3846;AD;180237;8;36;36,31659805
2022;Braga;776543;494529;6158;3846;BE;18550;0;4;36,31659805
2022;Braga;776543;494529;6158;3846;CDU;13018;0;3;36,31659805
2022;Braga;776543;494529;6158;3846;CH;28752;1;6;36,31659805
2022;Braga;776543;494529;6158;3846;IL;21437;1;4;36,31659805
2022;Braga;776543;494529;6158;3846;L;3936;0;1;36,31659805
2022;Braga;776543;494529;6158;3846;Outros;4848;0;1;36,31659805
2022;Braga;776543;494529;6158;3846;PAN;5910;0;1;36,31659805
2022;Braga;776543;494529;6158;3846;PS;207837;9;42;36,31659805
2022;Bragança;137572;65738;567;795;AD;27865;1;42;52,21556712
2022;Bragança;137572;65738;567;795;BE;1370;0;2;52,21556712
2022;Bragança;137572;65738;567;795;CDU;893;0;1;52,21556712
2022;Bragança;137572;65738;567;795;CH;5610;0;9;52,21556712
2022;Bragança;137572;65738;567;795;IL;1049;0;2;52,21556712
2022;Bragança;137572;65738;567;795;L;227;0;0;52,21556712
2022;Bragança;137572;65738;567;795;Outros;459;0;1;52,21556712
2022;Bragança;137572;65738;567;795;PAN;399;0;1;52,21556712
2022;Bragança;137572;65738;567;795;PS;26504;2;40;52,21556712
2022;Castelo Branco;166269;95738;1117;1126;AD;27742;1;29;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;BE;4069;0;4;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;CDU;2784;0;3;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;CH;7959;0;8;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;IL;2444;0;3;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;L;775;0;1;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;Outros;1153;0;1;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;PAN;935;0;1;42,41981368
2022;Castelo Branco;166269;95738;1117;1126;PS;45634;3;48;42,41981368
2022;Coimbra;374935;215103;3120;2329;AD;66048;3;31;42,62925574
2022;Coimbra;374935;215103;3120;2329;BE;10888;0;5;42,62925574
2022;Coimbra;374935;215103;3120;2329;CDU;7281;0;3;42,62925574
2022;Coimbra;374935;215103;3120;2329;CH;13182;0;6;42,62925574
2022;Coimbra;374935;215103;3120;2329;IL;7791;0;4;42,62925574
2022;Coimbra;374935;215103;3120;2329;L;2197;0;1;42,62925574
2022;Coimbra;374935;215103;3120;2329;Outros;2374;0;1;42,62925574
2022;Coimbra;374935;215103;3120;2329;PAN;2569;0;1;42,62925574
2022;Coimbra;374935;215103;3120;2329;PS;97324;6;45;42,62925574
2022;Europa;926205;110182;711;33565;AD;17560;0;16;88,10392948
2022;Europa;926205;110182;711;33565;BE;2647;0;2;88,10392948
2022;Europa;926205;110182;711;33565;CDU;1409;0;1;88,10392948
2022;Europa;926205;110182;711;33565;CH;7756;0;7;88,10392948
2022;Europa;926205;110182;711;33565;IL;2704;0;2;88,10392948
2022;Europa;926205;110182;711;33565;L;1585;0;1;88,10392948
2022;Europa;926205;110182;711;33565;Outros;3203;0;3;88,10392948
2022;Europa;926205;110182;711;33565;PAN;2956;0;3;88,10392948
2022;Europa;926205;110182;711;33565;PS;36086;2;33;88,10392948
2022;Évora;134828;78957;842;552;AD;17801;1;23;41,43872193
2022;Évora;134828;78957;842;552;BE;2629;0;3;41,43872193
2022;Évora;134828;78957;842;552;CDU;11494;0;15;41,43872193
2022;Évora;134828;78957;842;552;CH;7221;0;9;41,43872193
2022;Évora;134828;78957;842;552;IL;1947;0;2;41,43872193
2022;Évora;134828;78957;842;552;L;496;0;1;41,43872193
2022;Évora;134828;78957;842;552;Outros;610;0;1;41,43872193
2022;Évora;134828;78957;842;552;PAN;665;0;1;41,43872193
2022;Évora;134828;78957;842;552;PS;34700;2;44;41,43872193
2022;Faro;380371;194952;2598;1760;AD;49590;3;25;48,74688133
2022;Faro;380371;194952;2598;1760;BE;11209;0;6;48,74688133
2022;Faro;380371;194952;2598;1760;CDU;9385;0;5;48,74688133
2022;Faro;380371;194952;2598;1760;CH;24000;1;12;48,74688133
2022;Faro;380371;194952;2598;1760;IL;9045;0;5;48,74688133
2022;Faro;380371;194952;2598;1760;L;2122;0;1;48,74688133
2022;Faro;380371;194952;2598;1760;Outros;3266;0;2;48,74688133
2022;Faro;380371;194952;2598;1760;PAN;4214;0;2;48,74688133
2022;Faro;380371;194952;2598;1760;PS;77763;5;40;48,74688133
2022;Fora da Europa;594324;64534;568;1907;AD;25321;1;39;89,14161299
2022;Fora da Europa;594324;64534;568;1907;BE;1699;0;3;89,14161299
2022;Fora da Europa;594324;64534;568;1907;CDU;903;0;1;89,14161299
2022;Fora da Europa;594324;64534;568;1907;CH;6123;0;9;89,14161299
2022;Fora da Europa;594324;64534;568;1907;IL;2254;0;3;89,14161299
2022;Fora da Europa;594324;64534;568;1907;L;637;0;1;89,14161299
2022;Fora da Europa;594324;64534;568;1907;Outros;3126;0;5;89,14161299
2022;Fora da Europa;594324;64534;568;1907;PAN;2912;0;5;89,14161299
2022;Fora da Europa;594324;64534;568;1907;PS;19084;1;30;89,14161299
2022;Guarda;146041;77246;782;936;AD;27598;1;36;47,10663444
2022;Guarda;146041;77246;782;936;BE;2368;0;3;47,10663444
2022;Guarda;146041;77246;782;936;CDU;1364;0;2;47,10663444
2022;Guarda;146041;77246;782;936;CH;6134;0;8;47,10663444
2022;Guarda;146041;77246;782;936;IL;1492;0;2;47,10663444
2022;Guarda;146041;77246;782;936;L;419;0;1;47,10663444
2022;Guarda;146041;77246;782;936;Outros;780;0;1;47,10663444
2022;Guarda;146041;77246;782;936;PAN;506;0;1;47,10663444
2022;Guarda;146041;77246;782;936;PS;34867;2;45;47,10663444
2022;Leiria;413063;235828;3801;2690;AD;86661;4;37;42,90749837
2022;Leiria;413063;235828;3801;2690;BE;10709;0;5;42,90749837
2022;Leiria;413063;235828;3801;2690;CDU;7340;0;3;42,90749837
2022;Leiria;413063;235828;3801;2690;CH;18918;1;8;42,90749837
2022;Leiria;413063;235828;3801;2690;IL;12400;0;5;42,90749837
2022;Leiria;413063;235828;3801;2690;L;2469;0;1;42,90749837
2022;Leiria;413063;235828;3801;2690;Outros;3497;0;1;42,90749837
2022;Leiria;413063;235828;3801;2690;PAN;3090;0;1;42,90749837
2022;Leiria;413063;235828;3801;2690;PS;84253;5;36;42,90749837
2022;Lisboa;1919958;1181861;11918;8820;AD;305204;13;26;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;BE;55802;2;5;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;CDU;59899;2;5;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;CH;92001;4;8;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;IL;93567;4;8;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;L;28854;1;2;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;Outros;19185;0;2;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;PAN;23577;1;2;38,44339303
2022;Lisboa;1919958;1181861;11918;8820;PS;483034;21;41;38,44339303
2022;Madeira;254784;127120;781;2312;AD;50896;0;40;50,1067571
2022;Madeira;254784;127120;781;2312;BE;4120;0;3;50,1067571
2022;Madeira;254784;127120;781;2312;CDU;2582;0;2;50,1067571
2022;Madeira;254784;127120;781;2312;CH;7730;0;6;50,1067571
2022;Madeira;254784;127120;781;2312;IL;4243;0;3;50,1067571
2022;Madeira;254784;127120;781;2312;L;913;0;1;50,1067571
2022;Madeira;254784;127120;781;2312;Outros;11453;0;9;50,1067571
2022;Madeira;254784;127120;781;2312;PAN;2084;0;2;50,1067571
2022;Madeira;254784;127120;781;2312;PS;40006;3;31;50,1067571
2022;Portalegre;94374;53522;601;456;AD;13068;0;24;43,28734609
2022;Portalegre;94374;53522;601;456;BE;1550;0;3;43,28734609
2022;Portalegre;94374;53522;601;456;CDU;4058;0;8;43,28734609
2022;Portalegre;94374;53522;601;456;CH;6138;0;11;43,28734609
2022;Portalegre;94374;53522;601;456;IL;1115;0;2;43,28734609
2022;Portalegre;94374;53522;601;456;L;295;0;1;43,28734609
2022;Portalegre;94374;53522;601;456;Outros;619;0;1;43,28734609
2022;Portalegre;94374;53522;601;456;PAN;346;0;1;43,28734609
2022;Portalegre;94374;53522;601;456;PS;25276;2;47;43,28734609
2022;Porto;1589053;984837;10015;8122;AD;332743;14;34;38,02365308
2022;Porto;1589053;984837;10015;8122;BE;47134;2;5;38,02365308
2022;Porto;1589053;984837;10015;8122;CDU;32278;1;3;38,02365308
2022;Porto;1589053;984837;10015;8122;CH;43004;2;4;38,02365308
2022;Porto;1589053;984837;10015;8122;IL;50389;2;5;38,02365308
2022;Porto;1589053;984837;10015;8122;L;11438;0;1;38,02365308
2022;Porto;1589053;984837;10015;8122;Outros;14034;0;1;38,02365308
2022;Porto;1589053;984837;10015;8122;PAN;16722;0;2;38,02365308
2022;Porto;1589053;984837;10015;8122;PS;418958;19;43;38,02365308
2022;Santarém;378006;218193;2773;2060;AD;62668;3;29;42,27790035
2022;Santarém;378006;218193;2773;2060;BE;10011;0;5;42,27790035
2022;Santarém;378006;218193;2773;2060;CDU;11855;0;5;42,27790035
2022;Santarém;378006;218193;2773;2060;CH;23813;1;11;42,27790035
2022;Santarém;378006;218193;2773;2060;IL;8219;0;4;42,27790035
2022;Santarém;378006;218193;2773;2060;L;1932;0;1;42,27790035
2022;Santarém;378006;218193;2773;2060;Outros;2355;0;1;42,27790035
2022;Santarém;378006;218193;2773;2060;PAN;2527;0;1;42,27790035
2022;Santarém;378006;218193;2773;2060;PS;89980;5;41;42,27790035
2022;Setúbal;745594;433260;4415;3379;AD;74830;3;17;41,8906268
2022;Setúbal;745594;433260;4415;3379;BE;24940;1;6;41,8906268
2022;Setúbal;745594;433260;4415;3379;CDU;43553;2;10;41,8906268
2022;Setúbal;745594;433260;4415;3379;CH;39171;1;9;41,8906268
2022;Setúbal;745594;433260;4415;3379;IL;22225;1;5;41,8906268
2022;Setúbal;745594;433260;4415;3379;L;6140;0;1;41,8906268
2022;Setúbal;745594;433260;4415;3379;Outros;7840;0;2;41,8906268
2022;Setúbal;745594;433260;4415;3379;PAN;8641;0;2;41,8906268
2022;Setúbal;745594;433260;4415;3379;PS;198126;10;46;41,8906268
2022;Viana do Castelo;236042;127040;1654;1156;AD;47691;3;38;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;BE;4418;0;3;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;CDU;3816;0;3;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;CH;7702;0;6;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;IL;3652;0;3;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;L;919;0;1;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;Outros;1339;0;1;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;PAN;1251;0;1;46,17906983
2022;Viana do Castelo;236042;127040;1654;1156;PS;53442;3;42;46,17906983
2022;Vila Real;213093;105308;943;1080;AD;43793;2;42;50,58120163
2022;Vila Real;213093;105308;943;1080;BE;2442;0;2;50,58120163
2022;Vila Real;213093;105308;943;1080;CDU;1775;0;2;50,58120163
2022;Vila Real;213093;105308;943;1080;CH;7569;0;7;50,58120163
2022;Vila Real;213093;105308;943;1080;IL;1898;0;2;50,58120163
