Ano;Distrito;Inscritos;Votantes;Brancos;Nulos;Partido;Votos;Mandatos;Previsão (%);Abstenção;Inscritos_totais;abstenção_totais;Cor1;Visão
2024;Faro;381108;235351;3401;2650;AD;52681;3;0,22;0,382455892;10813643;0,4016;#FFA500;Histórico
2024;Faro;381108;235351;3401;2650;BE;13555;0;0,06;0,382455892;10813643;0,4016;#db0812;Histórico
2024;Faro;381108;235351;3401;2650;CDU;7488;0;0,03;0,382455892;10813643;0,4016;#006699;Histórico
2024;Faro;381108;235351;3401;2650;CH;64081;3;0,27;0,382455892;10813643;0,4016;#201f58;Histórico
2024;Faro;381108;235351;3401;2650;IL;10736;0;0,05;0,382455892;10813643;0,4016;#00aeee;Histórico
2024;Faro;381108;235351;3401;2650;L;6492;0;0,03;0,382455892;10813643;0,4016;#000000;Histórico
2024;Faro;381108;235351;3401;2650;PAN;6092;0;0,03;0,382455892;10813643;0,4016;#518196;Histórico
2024;Faro;381108;235351;3401;2650;PS;59856;3;0,25;0,382455892;10813643;0,4016;#FFC0CB;Histórico
2024;Guarda;141065;85034;1163;1290;AD;29013;1;0,34;0,397199872;10813643;0,4016;#FFA500;Histórico
2024;Guarda;141065;85034;1163;1290;BE;2299;0;0,03;0,397199872;10813643;0,4016;#db0812;Histórico
2024;Guarda;141065;85034;1163;1290;CDU;1331;0;0,02;0,397199872;10813643;0,4016;#006699;Histórico
2024;Guarda;141065;85034;1163;1290;CH;15837;1;0,19;0,397199872;10813643;0,4016;#201f58;Histórico
2024;Guarda;141065;85034;1163;1290;IL;1910;0;0,02;0,397199872;10813643;0,4016;#00aeee;Histórico
2024;Guarda;141065;85034;1163;1290;L;1153;0;0,01;0,397199872;10813643;0,4016;#000000;Histórico
2024;Guarda;141065;85034;1163;1290;PAN;822;0;0,01;0,397199872;10813643;0,4016;#518196;Histórico
2024;Guarda;141065;85034;1163;1290;PS;27094;1;0,32;0,397199872;10813643;0,4016;#FFC0CB;Histórico
2024;Leiria;412184;273579;5094;3507;AD;96231;5;0,35;0,336269724;10813643;0,4016;#FFA500;Histórico
2024;Leiria;412184;273579;5094;3507;BE;11748;0;0,04;0,336269724;10813643;0,4016;#db0812;Histórico
2024;Leiria;412184;273579;5094;3507;CDU;6625;0;0,02;0,336269724;10813643;0,4016;#006699;Histórico
2024;Leiria;412184;273579;5094;3507;CH;53820;2;0,2;0,336269724;10813643;0,4016;#201f58;Histórico
2024;Leiria;412184;273579;5094;3507;IL;15498;0;0,06;0,336269724;10813643;0,4016;#00aeee;Histórico
2024;Leiria;412184;273579;5094;3507;L;7212;0;0,03;0,336269724;10813643;0,4016;#000000;Histórico
2024;Leiria;412184;273579;5094;3507;PAN;4655;0;0,02;0,336269724;10813643;0,4016;#518196;Histórico
2024;Leiria;412184;273579;5094;3507;PS;61561;3;0,23;0,336269724;10813643;0,4016;#FFC0CB;Histórico
2024;Lisboa;1915287;1319561;15712;13568;AD;356973;14;0,27;0,311037458;10813643;0,4016;#FFA500;Histórico
2024;Lisboa;1915287;1319561;15712;13568;BE;65365;2;0,05;0,311037458;10813643;0,4016;#db0812;Histórico
2024;Lisboa;1915287;1319561;15712;13568;CDU;49267;2;0,04;0,311037458;10813643;0,4016;#006699;Histórico
2024;Lisboa;1915287;1319561;15712;13568;CH;224642;9;0,17;0,311037458;10813643;0,4016;#201f58;Histórico
2024;Lisboa;1915287;1319561;15712;13568;IL;86963;3;0,07;0,311037458;10813643;0,4016;#00aeee;Histórico
2024;Lisboa;1915287;1319561;15712;13568;L;72259;2;0,05;0,311037458;10813643;0,4016;#000000;Histórico
2024;Lisboa;1915287;1319561;15712;13568;PAN;32825;1;0,02;0,311037458;10813643;0,4016;#518196;Histórico
2024;Lisboa;1915287;1319561;15712;13568;PS;365937;15;0,28;0,311037458;10813643;0,4016;#FFC0CB;Histórico
2024;Portalegre;93106;60668;925;614;AD;14134;0;0,23;0,348398599;10813643;0,4016;#FFA500;Histórico
2024;Portalegre;93106;60668;925;614;BE;1894;0;0,03;0,348398599;10813643;0,4016;#db0812;Histórico
2024;Portalegre;93106;60668;925;614;CDU;3718;0;0,06;0,348398599;10813643;0,4016;#006699;Histórico
2024;Portalegre;93106;60668;925;614;CH;14810;1;0,24;0,348398599;10813643;0,4016;#201f58;Histórico
2024;Portalegre;93106;60668;925;614;IL;1155;0;0,02;0,348398599;10813643;0,4016;#00aeee;Histórico
2024;Portalegre;93106;60668;925;614;L;873;0;0,01;0,348398599;10813643;0,4016;#000000;Histórico
2024;Portalegre;93106;60668;925;614;PAN;506;0;0,01;0,348398599;10813643;0,4016;#518196;Histórico
2024;Portalegre;93106;60668;925;614;PS;20669;1;0,34;0,348398599;10813643;0,4016;#FFC0CB;Histórico
2024;Porto;1591760;1114945;14407;10964;AD;339142;14;0,3;0,299552068;10813643;0,4016;#FFA500;Histórico
2024;Porto;1591760;1114945;14407;10964;BE;51917;2;0,05;0,299552068;10813643;0,4016;#db0812;Histórico
2024;Porto;1591760;1114945;14407;10964;CDU;26356;1;0,02;0,299552068;10813643;0,4016;#006699;Histórico
2024;Porto;1591760;1114945;14407;10964;CH;170936;7;0,15;0,299552068;10813643;0,4016;#201f58;Histórico
2024;Porto;1591760;1114945;14407;10964;IL;64065;2;0,06;0,299552068;10813643;0,4016;#00aeee;Histórico
2024;Porto;1591760;1114945;14407;10964;L;37321;1;0,03;0,299552068;10813643;0,4016;#000000;Histórico
2024;Porto;1591760;1114945;14407;10964;PAN;23421;0;0,02;0,299552068;10813643;0,4016;#518196;Histórico
2024;Porto;1591760;1114945;14407;10964;PS;338110;13;0,3;0,299552068;10813643;0,4016;#FFC0CB;Histórico
2024;Santarém;377261;251061;3868;2815;AD;68519;3;0,27;0,334516422;10813643;0,4016;#FFA500;Histórico
2024;Santarém;377261;251061;3868;2815;BE;11207;0;0,04;0,334516422;10813643;0,4016;#db0812;Histórico
2024;Santarém;377261;251061;3868;2815;CDU;10346;0;0,04;0,334516422;10813643;0,4016;#006699;Histórico
2024;Santarém;377261;251061;3868;2815;PAN;3930;0;0,02;0,334516422;10813643;0,4016;#518196;Histórico
2024;Santarém;377261;251061;3868;2815;PS;69948;3;0,28;0,334516422;10813643;0,4016;#FFC0CB;Histórico
2024;Santarém;377261;251061;3868;2815;CH;58588;3;0,23;0,334516422;10813643;0,4016;#201f58;Histórico
2024;Santarém;377261;251061;3868;2815;IL;9497;0;0,04;0,334516422;10813643;0,4016;#00aeee;Histórico
2024;Santarém;377261;251061;3868;2815;L;6190;0;0,02;0,334516422;10813643;0,4016;#000000;Histórico
2024;Setúbal;749090;502601;6253;4945;AD;86320;4;0,17;0,329051249;10813643;0,4016;#FFA500;Histórico
2024;Setúbal;749090;502601;6253;4945;BE;30165;1;0,06;0,329051249;10813643;0,4016;#db0812;Histórico
2024;Setúbal;749090;502601;6253;4945;CDU;38848;1;0,08;0,329051249;10813643;0,4016;#006699;Histórico
2024;Setúbal;749090;502601;6253;4945;CH;102120;4;0,2;0,329051249;10813643;0,4016;#201f58;Histórico
2024;Setúbal;749090;502601;6253;4945;IL;26952;1;0,05;0,329051249;10813643;0,4016;#00aeee;Histórico
2024;Setúbal;749090;502601;6253;4945;L;21553;1;0,04;0,329051249;10813643;0,4016;#000000;Histórico
2024;Setúbal;749090;502601;6253;4945;PAN;12865;0;0,03;0,329051249;10813643;0,4016;#518196;Histórico
2024;Setúbal;749090;502601;6253;4945;PS;157200;7;0,31;0,329051249;10813643;0,4016;#FFC0CB;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;AD;49616;2;0,35;0,387912168;10813643;0,4016;#FFA500;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;BE;4926;0;0,03;0,387912168;10813643;0,4016;#db0812;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;CDU;3106;0;0,02;0,387912168;10813643;0,4016;#006699;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;CH;26639;1;0,19;0,387912168;10813643;0,4016;#201f58;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;IL;5106;0;0,04;0,387912168;10813643;0,4016;#00aeee;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;L;2815;0;0,02;0,387912168;10813643;0,4016;#000000;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;PAN;2057;0;0,01;0,387912168;10813643;0,4016;#518196;Histórico
2024;Viana do Castelo;233491;142917;2682;1534;PS;40237;2;0,28;0,387912168;10813643;0,4016;#FFC0CB;Histórico
2024;Vila Real;207989;117058;1494;1527;AD;46046;2;0,39;0,43719139;10813643;0,4016;#FFA500;Histórico
2024;Vila Real;207989;117058;1494;1527;BE;2865;0;0,02;0,43719139;10813643;0,4016;#db0812;Histórico
2024;Vila Real;207989;117058;1494;1527;CDU;1600;0;0,01;0,43719139;10813643;0,4016;#006699;Histórico
2024;Vila Real;207989;117058;1494;1527;CH;20038;1;0,17;0,43719139;10813643;0,4016;#201f58;Histórico
2024;Vila Real;207989;117058;1494;1527;IL;2380;0;0,02;0,43719139;10813643;0,4016;#00aeee;Histórico
2024;Vila Real;207989;117058;1494;1527;L;1592;0;0,01;0,43719139;10813643;0,4016;#000000;Histórico
2024;Vila Real;207989;117058;1494;1527;PAN;1062;0;0,01;0,43719139;10813643;0,4016;#518196;Histórico
2024;Vila Real;207989;117058;1494;1527;PS;34660;2;0,3;0,43719139;10813643;0,4016;#FFC0CB;Histórico
2024;Viseu;335659;211590;3302;2595;AD;76938;3;0,36;0,369628105;10813643;0,4016;#FFA500;Histórico
2024;Viseu;335659;211590;3302;2595;BE;5846;0;0,03;0,369628105;10813643;0,4016;#db0812;Histórico
2024;Viseu;335659;211590;3302;2595;CDU;2905;0;0,01;0,369628105;10813643;0,4016;#006699;Histórico
2024;Viseu;335659;211590;3302;2595;CH;41165;2;0,19;0,369628105;10813643;0,4016;#201f58;Histórico
2024;Viseu;335659;211590;3302;2595;IL;5950;0;0,03;0,369628105;10813643;0,4016;#00aeee;Histórico
2024;Viseu;335659;211590;3302;2595;L;3567;0;0,02;0,369628105;10813643;0,4016;#000000;Histórico
2024;Viseu;335659;211590;3302;2595;PAN;2555;0;0,01;0,369628105;10813643;0,4016;#518196;Histórico
2024;Viseu;335659;211590;3302;2595;PS;58088;3;0,27;0,369628105;10813643;0,4016;#FFC0CB;Histórico
2024;Açores;230082;106277;2621;1056;AD;42352;2;0,4;0,538090768;10813643;0,4016;#FFA500;Histórico
2024;Açores;230082;106277;2621;1056;BE;3622;0;0,03;0,538090768;10813643;0,4016;#db0812;Histórico
2024;Açores;230082;106277;2621;1056;CDU;1161;0;0,01;0,538090768;10813643;0,4016;#006699;Histórico
2024;Açores;230082;106277;2621;1056;CH;16749;1;0,16;0,538090768;10813643;0,4016;#201f58;Histórico
2024;Açores;230082;106277;2621;1056;IL;2882;0;0,03;0,538090768;10813643;0,4016;#00aeee;Histórico
2024;Açores;230082;106277;2621;1056;L;1817;0;0,02;0,538090768;10813643;0,4016;#000000;Histórico
2024;Açores;230082;106277;2621;1056;PAN;1659;0;0,02;0,538090768;10813643;0,4016;#518196;Histórico
2024;Açores;230082;106277;2621;1056;PS;31016;2;0,29;0,538090768;10813643;0,4016;#FFC0CB;Histórico
2024;Madeira;254502;149808;794;2703;AD;53440;3;0,36;0,411368084;10813643;0,4016;#FFA500;Histórico
2024;Madeira;254502;149808;794;2703;BE;4404;0;0,03;0,411368084;10813643;0,4016;#db0812;Histórico
2024;Madeira;254502;149808;794;2703;CDU;2429;0;0,02;0,411368084;10813643;0,4016;#006699;Histórico
2024;Madeira;254502;149808;794;2703;CH;26304;1;0,18;0,411368084;10813643;0,4016;#201f58;Histórico
2024;Madeira;254502;149808;794;2703;IL;5827;0;0,04;0,411368084;10813643;0,4016;#00aeee;Histórico
2024;Madeira;254502;149808;794;2703;L;1864;0;0,01;0,411368084;10813643;0,4016;#000000;Histórico
2024;Madeira;254502;149808;794;2703;PAN;3127;0;0,02;0,411368084;10813643;0,4016;#518196;Histórico
2024;Madeira;254502;149808;794;2703;PS;29725;2;0,2;0,411368084;10813643;0,4016;#FFC0CB;Histórico
2024;Europa;937311;238605;1381;94261;AD;33351;0;0,14;0,74543668;10813643;0,4016;#FFA500;Histórico
2024;Europa;937311;238605;1381;94261;BE;6438;0;0,03;0,74543668;10813643;0,4016;#db0812;Histórico
2024;Europa;937311;238605;1381;94261;CDU;2363;0;0,01;0,74543668;10813643;0,4016;#006699;Histórico
2024;Europa;937311;238605;1381;94261;CH;42975;1;0,18;0,74543668;10813643;0,4016;#201f58;Histórico
2024;Europa;937311;238605;1381;94261;IL;5719;0;0,02;0,74543668;10813643;0,4016;#00aeee;Histórico
2024;Europa;937311;238605;1381;94261;L;4091;0;0,02;0,74543668;10813643;0,4016;#000000;Histórico
2024;Europa;937311;238605;1381;94261;PAN;5175;0;0,02;0,74543668;10813643;0,4016;#518196;Histórico
2024;Europa;937311;238605;1381;94261;PS;38063;1;0,16;0,74543668;10813643;0,4016;#FFC0CB;Histórico
2024;Fora da Europa;609436;98360;487;31980;AD;22470;1;0,23;0,838604874;10813643;0,4016;#FFA500;Histórico
2024;Fora da Europa;609436;98360;487;31980;BE;1844;0;0,02;0,838604874;10813643;0,4016;#db0812;Histórico
2024;Fora da Europa;609436;98360;487;31980;CDU;742;0;0,01;0,838604874;10813643;0,4016;#006699;Histórico
2024;Fora da Europa;609436;98360;487;31980;PAN;2328;0;0,02;0,838604874;10813643;0,4016;#518196;Histórico
2024;Fora da Europa;609436;98360;487;31980;PS;14343;0;0,15;0,838604874;10813643;0,4016;#FFC0CB;Histórico
2024;Fora da Europa;609436;98360;487;31980;CH;17862;1;0,18;0,838604874;10813643;0,4016;#201f58;Histórico
2024;Fora da Europa;609436;98360;487;31980;IL;1901;0;0,02;0,838604874;10813643;0,4016;#00aeee;Histórico
2024;Fora da Europa;609436;98360;487;31980;L;697;0;0,01;0,838604874;10813643;0,4016;#000000;Histórico
2024; Totais;10813643;6476952;89847;192396;AD;1867442;80;0,29;0,401038854;10813643;0,4016;#FFA500;Histórico
2024; Totais;10813643;6476952;89847;192396;BE;282314;5;0,04;0,401038854;10813643;0,4016;#db0812;Histórico
2024; Totais;10813643;6476952;89847;192396;CDU;205551;4;0,03;0,401038854;10813643;0,4016;#006699;Histórico
2024; Totais;10813643;6476952;89847;192396;CH;1169781;50;0,18;0,401038854;10813643;0,4016;#201f58;Histórico
2024; Totais;10813643;6476952;89847;192396;IL;319877;8;0,05;0,401038854;10813643;0,4016;#00aeee;Histórico
2024; Totais;10813643;6476952;89847;192396;L;204875;4;0,03;0,401038854;10813643;0,4016;#000000;Histórico
2024; Totais;10813643;6476952;89847;192396;PAN;126125;1;0,02;0,401038854;10813643;0,4016;#518196;Histórico
2024; Totais;10813643;6476952;89847;192396;PS;1812443;78;0,28;0,401038854;10813643;0,4016;#FFC0CB;Histórico
2025;Lisboa;1913096;1270409;31230;16867;PS;326071;13;0,2567;0,3108;10850615;0,44;#FFC0CB;Sondagens
2025;Lisboa;1913096;1270409;31230;16867;AD;354183;15;0,2788;0,3108;10850615;0,44;#FFA500;Sondagens
2025;Lisboa;1913096;1270409;31230;16867;CDU;61886;2;0,0487;0,3108;10850615;0,44;#006699;Sondagens
2025;Lisboa;1913096;1270409;31230;16867;CH;232851;9;0,1833;0,3108;10850615;0,44;#201f58;Sondagens
2025;Lisboa;1913096;1270409;31230;16867;BE;51524;2;0,0406;0,3108;10850615;0,44;#db0812;Sondagens
2025;Lisboa;1913096;1270409;31230;16867;IL;113569;4;0,0894;0,3108;10850615;0,44;#00aeee;Sondagens
2025;Lisboa;1913096;1270409;31230;16867;PAN;15731;0;0,0124;0,3108;10850615;0,44;#518196;Sondagens
2025;Lisboa;1913096;1270409;31230;16867;L;73777;3;0,0581;0,3108;10850615;0,44;#000000;Sondagens
2025;Porto;1591445;1009421;24736;15083;AD;324524;14;0,3215;0,3407;10850615;0,44;#FFA500;Sondagens
2025;Porto;1591445;1009421;24736;15083;PS;285424;13;0,2828;0,3407;10850615;0,44;#FFC0CB;Sondagens
2025;Porto;1591445;1009421;24736;15083;CH;155631;7;0,1542;0,3407;10850615;0,44;#201f58;Sondagens
2025;Porto;1591445;1009421;24736;15083;BE;36587;1;0,0362;0,3407;10850615;0,44;#db0812;Sondagens
2025;Porto;1591445;1009421;24736;15083;CDU;27770;1;0,0275;0,3407;10850615;0,44;#006699;Sondagens
2025;Porto;1591445;1009421;24736;15083;IL;70987;3;0,0703;0,3407;10850615;0,44;#00aeee;Sondagens
2025;Porto;1591445;1009421;24736;15083;L;35104;1;0,0348;0,3407;10850615;0,44;#000000;Sondagens
2025;Porto;1591445;1009421;24736;15083;PAN;14314;0;0,0142;0,3407;10850615;0,44;#518196;Sondagens
2025;Açores;230305;100322;3926;1554;AD;41629;3;0,415;0,5406;10850615;0,44;#FFA500;Sondagens
2025;Açores;230305;100322;3926;1554;PS;27116;1;0,2703;0,5406;10850615;0,44;#FFC0CB;Sondagens
2025;Açores;230305;100322;3926;1554;CH;17066;1;0,1701;0,5406;10850615;0,44;#201f58;Sondagens
2025;Açores;230305;100322;3926;1554;BE;2310;0;0,023;0,5406;10850615;0,44;#db0812;Sondagens
2025;Açores;230305;100322;3926;1554;IL;3863;0;0,0385;0,5406;10850615;0,44;#00aeee;Sondagens
2025;Açores;230305;100322;3926;1554;CDU;1200;0;0,012;0,5406;10850615;0,44;#006699;Sondagens
2025;Açores;230305;100322;3926;1554;L;2337;0;0,0233;0,5406;10850615;0,44;#000000;Sondagens
2025;Açores;230305;100322;3926;1554;PAN;1152;0;0,0115;0,5406;10850615;0,44;#518196;Sondagens
2025;Aveiro;642080;387983;11055;6243;AD;143108;7;0,3689;0,3688;10850615;0,44;#FFA500;Sondagens
2025;Aveiro;642080;387983;11055;6243;PS;99037;5;0,2553;0,3688;10850615;0,44;#FFC0CB;Sondagens
2025;Aveiro;642080;387983;11055;6243;CH;69734;3;0,1797;0,3688;10850615;0,44;#201f58;Sondagens
2025;Aveiro;642080;387983;11055;6243;BE;11686;0;0,0301;0,3688;10850615;0,44;#db0812;Sondagens
2025;Aveiro;642080;387983;11055;6243;IL;23248;1;0,0599;0,3688;10850615;0,44;#00aeee;Sondagens
2025;Aveiro;642080;387983;11055;6243;CDU;5920;0;0,0153;0,3688;10850615;0,44;#006699;Sondagens
2025;Aveiro;642080;387983;11055;6243;L;9039;0;0,0233;0,3688;10850615;0,44;#000000;Sondagens
2025;Aveiro;642080;387983;11055;6243;PAN;4453;0;0,0115;0,3688;10850615;0,44;#518196;Sondagens
2025;Beja;118328;73550;1695;1124;PS;21463;1;0,2918;0,3546;10850615;0,44;#FFC0CB;Sondagens
2025;Beja;118328;73550;1695;1124;CDU;12930;0;0,1758;0,3546;10850615;0,44;#006699;Sondagens
2025;Beja;118328;73550;1695;1124;CH;17483;1;0,2377;0,3546;10850615;0,44;#201f58;Sondagens
2025;Beja;118328;73550;1695;1124;AD;13227;1;0,1798;0,3546;10850615;0,44;#FFA500;Sondagens
2025;Beja;118328;73550;1695;1124;BE;2142;0;0,0291;0,3546;10850615;0,44;#db0812;Sondagens
2025;Beja;118328;73550;1695;1124;L;1714;0;0,0233;0,3546;10850615;0,44;#000000;Sondagens
2025;Beja;118328;73550;1695;1124;IL;1937;0;0,0263;0,3546;10850615;0,44;#00aeee;Sondagens
2025;Beja;118328;73550;1695;1124;PAN;417;0;0,0057;0,3546;10850615;0,44;#518196;Sondagens
2025;Braga;782401;531909;14540;7960;AD;187323;8;0,3522;0,2914;10850615;0,44;#FFA500;Sondagens
2025;Braga;782401;531909;14540;7960;PS;142822;6;0,2685;0,2914;10850615;0,44;#FFC0CB;Sondagens
2025;Braga;782401;531909;14540;7960;CH;95603;4;0,1797;0,2914;10850615;0,44;#201f58;Sondagens
2025;Braga;782401;531909;14540;7960;BE;15623;0;0,0294;0,2914;10850615;0,44;#db0812;Sondagens
2025;Braga;782401;531909;14540;7960;CDU;13709;0;0,0258;0,2914;10850615;0,44;#006699;Sondagens
2025;Braga;782401;531909;14540;7960;IL;37196;1;0,0699;0,2914;10850615;0,44;#00aeee;Sondagens
2025;Braga;782401;531909;14540;7960;L;12392;0;0,0233;0,2914;10850615;0,44;#000000;Sondagens
2025;Braga;782401;531909;14540;7960;PAN;3148;0;0,0059;0,2914;10850615;0,44;#518196;Sondagens
2025;Bragança;132779;60631;1436;1415;AD;25400;2;0,4189;0,5219;10850615;0,44;#FFA500;Sondagens
2025;Bragança;132779;60631;1436;1415;PS;16595;1;0,2737;0,5219;10850615;0,44;#FFC0CB;Sondagens
2025;Bragança;132779;60631;1436;1415;CH;12055;0;0,1988;0,5219;10850615;0,44;#201f58;Sondagens
2025;Bragança;132779;60631;1436;1415;CDU;756;0;0,0125;0,5219;10850615;0,44;#006699;Sondagens
2025;Bragança;132779;60631;1436;1415;BE;927;0;0,0153;0,5219;10850615;0,44;#db0812;Sondagens
2025;Bragança;132779;60631;1436;1415;IL;1597;0;0,0263;0,5219;10850615;0,44;#00aeee;Sondagens
2025;Bragança;132779;60631;1436;1415;PAN;564;0;0,0093;0,5219;10850615;0,44;#518196;Sondagens
2025;Bragança;132779;60631;1436;1415;L;696;0;0,0115;0,5219;10850615;0,44;#000000;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;PS;30987;2;0,3152;0,3632;10850615;0,44;#FFC0CB;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;AD;28964;1;0,2947;0,3632;10850615;0,44;#FFA500;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;CH;21125;1;0,2149;0,3632;10850615;0,44;#201f58;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;BE;2969;0;0,0302;0,3632;10850615;0,44;#db0812;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;CDU;2601;0;0,0265;0,3632;10850615;0,44;#006699;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;IL;3612;0;0,0367;0,3632;10850615;0,44;#00aeee;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;PAN;557;0;0,0057;0,3632;10850615;0,44;#518196;Sondagens
2025;Castelo Branco;162590;98297;2943;2297;L;2290;0;0,0233;0,3632;10850615;0,44;#000000;Sondagens
2025;Coimbra;370800;226959;8155;3755;PS;68263;3;0,3008;0,3558;10850615;0,44;#FFC0CB;Sondagens
2025;Coimbra;370800;226959;8155;3755;AD;71945;4;0,317;0,3558;10850615;0,44;#FFA500;Sondagens
2025;Coimbra;370800;226959;8155;3755;CH;36426;2;0,1605;0,3558;10850615;0,44;#201f58;Sondagens
2025;Coimbra;370800;226959;8155;3755;CDU;8274;0;0,0365;0,3558;10850615;0,44;#006699;Sondagens
2025;Coimbra;370800;226959;8155;3755;BE;8276;0;0,0365;0,3558;10850615;0,44;#db0812;Sondagens
2025;Coimbra;370800;226959;8155;3755;IL;11327;0;0,0499;0,3558;10850615;0,44;#00aeee;Sondagens
2025;Coimbra;370800;226959;8155;3755;L;7893;0;0,0348;0,3558;10850615;0,44;#000000;Sondagens
2025;Coimbra;370800;226959;8155;3755;PAN;2605;0;0,0115;0,3558;10850615;0,44;#518196;Sondagens
2025;Europa;947984;18496;1665;94261;PS;3339;1;0,1805;0,8793;10850615;0,44;#FFC0CB;Sondagens
2025;Europa;947984;18496;1665;94261;AD;2923;0;0,158;0,8793;10850615;0,44;#FFA500;Sondagens
2025;Europa;947984;18496;1665;94261;CH;3561;1;0,1925;0,8793;10850615;0,44;#201f58;Sondagens
2025;Europa;947984;18496;1665;94261;CDU;252;0;0,0136;0,8793;10850615;0,44;#006699;Sondagens
2025;Europa;947984;18496;1665;94261;BE;402;0;0,0217;0,8793;10850615;0,44;#db0812;Sondagens
2025;Europa;947984;18496;1665;94261;PAN;282;0;0,0152;0,8793;10850615;0,44;#518196;Sondagens
2025;Europa;947984;18496;1665;94261;L;431;0;0,0233;0,8793;10850615;0,44;#000000;Sondagens
2025;Europa;947984;18496;1665;94261;IL;436;0;0,0236;0,8793;10850615;0,44;#00aeee;Sondagens
2025;Évora;132631;85887;1866;1070;PS;25745;1;0,2998;0,3303;10850615;0,44;#FFC0CB;Sondagens
2025;Évora;132631;85887;1866;1070;AD;19998;1;0,2328;0,3303;10850615;0,44;#FFA500;Sondagens
2025;Évora;132631;85887;1866;1070;CDU;11718;0;0,1364;0,3303;10850615;0,44;#006699;Sondagens
2025;Évora;132631;85887;1866;1070;CH;18492;1;0,2153;0,3303;10850615;0,44;#201f58;Sondagens
2025;Évora;132631;85887;1866;1070;BE;2500;0;0,0291;0,3303;10850615;0,44;#db0812;Sondagens
2025;Évora;132631;85887;1866;1070;IL;2025;0;0,0236;0,3303;10850615;0,44;#00aeee;Sondagens
2025;Évora;132631;85887;1866;1070;L;2001;0;0,0233;0,3303;10850615;0,44;#000000;Sondagens
2025;Évora;132631;85887;1866;1070;PAN;487;0;0,0057;0,3303;10850615;0,44;#518196;Sondagens
2025;Faro;383980;177781;6026;3038;PS;40937;3;0,2303;0,5134;10850615;0,44;#FFC0CB;Sondagens
2025;Faro;383980;177781;6026;3038;AD;41611;3;0,2341;0,5134;10850615;0,44;#FFA500;Sondagens
2025;Faro;383980;177781;6026;3038;CH;51934;3;0,2921;0,5134;10850615;0,44;#201f58;Sondagens
2025;Faro;383980;177781;6026;3038;BE;7959;0;0,0448;0,5134;10850615;0,44;#db0812;Sondagens
2025;Faro;383980;177781;6026;3038;CDU;7355;0;0,0414;0,5134;10850615;0,44;#006699;Sondagens
2025;Faro;383980;177781;6026;3038;IL;11214;0;0,0631;0,5134;10850615;0,44;#00aeee;Sondagens
2025;Faro;383980;177781;6026;3038;L;6183;0;0,0348;0,5134;10850615;0,44;#000000;Sondagens
2025;Faro;383980;177781;6026;3038;PAN;2945;0;0,0166;0,5134;10850615;0,44;#518196;Sondagens
2025;Fora da Europa;636515;68212;568;31980;AD;18414;1;0,27;0,8417;10850615;0,44;#FFA500;Sondagens
2025;Fora da Europa;636515;68212;568;31980;PS;9478;0;0,1389;0,8417;10850615;0,44;#FFC0CB;Sondagens
2025;Fora da Europa;636515;68212;568;31980;CH;13563;1;0,1988;0,8417;10850615;0,44;#201f58;Sondagens
2025;Fora da Europa;636515;68212;568;31980;IL;1466;0;0,0215;0,8417;10850615;0,44;#00aeee;Sondagens
2025;Fora da Europa;636515;68212;568;31980;PAN;1594;0;0,0234;0,8417;10850615;0,44;#518196;Sondagens
2025;Fora da Europa;636515;68212;568;31980;BE;1443;0;0,0211;0,8417;10850615;0,44;#db0812;Sondagens
2025;Fora da Europa;636515;68212;568;31980;CDU;717;0;0,0105;0,8417;10850615;0,44;#006699;Sondagens
2025;Fora da Europa;636515;68212;568;31980;L;769;0;0,0113;0,8417;10850615;0,44;#000000;Sondagens
2025;Guarda;139520;70975;2241;2041;AD;25520;1;0,3596;0,4606;10850615;0,44;#FFA500;Sondagens
2025;Guarda;139520;70975;2241;2041;PS;20699;1;0,2916;0,4606;10850615;0,44;#FFC0CB;Sondagens
2025;Guarda;139520;70975;2241;2041;CH;14571;1;0,2053;0,4606;10850615;0,44;#201f58;Sondagens
2025;Guarda;139520;70975;2241;2041;BE;1593;0;0,0224;0,4606;10850615;0,44;#db0812;Sondagens
2025;Guarda;139520;70975;2241;2041;CDU;1692;0;0,0238;0,4606;10850615;0,44;#006699;Sondagens
2025;Guarda;139520;70975;2241;2041;IL;1673;0;0,0236;0,4606;10850615;0,44;#00aeee;Sondagens
2025;Guarda;139520;70975;2241;2041;L;997;0;0,014;0,4606;10850615;0,44;#000000;Sondagens
2025;Guarda;139520;70975;2241;2041;PAN;402;0;0,0057;0,4606;10850615;0,44;#518196;Sondagens
2025;Leiria;412030;247099;8597;4995;AD;89541;5;0,3624;0,3673;10850615;0,44;#FFA500;Sondagens
